"State","Year","SMD","MMD-Post","MMD-FFA","MMD-AY-1PY","MMD-AY-Posts","MMD-AY-FFA","FD-SMD","FFD-MMD-Posts","FFD-MMD-FFA","MMD-Cumulative"
"SD",1984,0,0,1,0,0,0,0,0,0,0
"TN",1984,1,0,0,0,0,0,0,0,0,0
"TX",1984,1,0,0,0,0,0,0,0,0,0
"UT",1984,1,0,0,0,0,0,0,0,0,0
"WA",1984,1,1,0,0,0,0,0,0,0,0
"WV",1984,1,0,1,0,0,0,0,0,0,0
"WI",1984,1,0,0,0,0,0,0,0,0,0
"WY",1984,1,0,1,0,0,0,0,0,0,0
"AK",1988,1,1,0,0,0,0,0,0,0,0
"AZ",1988,0,0,1,0,0,0,0,0,0,0
"AR",1988,1,1,0,0,0,0,0,0,0,0
"CA",1988,1,0,0,0,0,0,0,0,0,0
"CO",1988,1,0,0,0,0,0,0,0,0,0
"CT",1988,1,0,0,0,0,0,0,0,0,0
"DE",1988,1,0,0,0,0,0,0,0,0,0
"FL",1988,1,0,0,0,0,0,0,0,0,0
"GA",1988,1,1,0,0,0,0,1,0,0,0
"HI",1988,1,0,0,0,0,0,0,0,0,0
"ID",1988,0,1,0,0,0,0,0,1,0,0
"IL",1988,1,0,0,0,0,0,0,0,0,0
"IN",1988,1,0,1,0,0,0,0,0,0,0
"IA",1988,1,0,0,0,0,0,0,0,0,0
"KS",1988,1,0,0,0,0,0,0,0,0,0
"KY",1988,1,0,0,0,0,0,0,0,0,0
"ME",1988,1,0,0,0,0,0,0,0,0,0
"MA",1988,1,0,0,0,0,0,0,0,0,0
"MI",1988,1,0,0,0,0,0,0,0,0,0
"MN",1988,1,0,0,0,0,0,0,0,0,0
"MO",1988,1,0,0,0,0,0,0,0,0,0
"MT",1988,1,0,0,0,0,0,0,0,0,0
"NV",1988,1,0,0,0,0,0,0,0,0,0
"NH",1988,1,0,1,0,0,0,1,0,1,0
"NJ",1988,1,0,0,0,0,0,0,0,0,0
"NM",1988,1,0,0,0,0,0,0,0,0,0
"NY",1988,1,0,0,0,0,0,0,0,0,0
"NC",1988,1,0,1,0,0,0,0,0,0,0
"ND",1988,0,0,1,0,0,0,0,0,0,0
"OH",1988,1,0,0,0,0,0,0,0,0,0
"OK",1988,1,0,0,0,0,0,0,0,0,0
"OR",1988,1,0,0,0,0,0,0,0,0,0
"PA",1988,1,0,0,0,0,0,0,0,0,0
"RI",1988,1,0,0,0,0,0,0,0,0,0
"SC",1988,1,0,0,0,0,0,0,0,0,0
"SD",1988,0,0,1,0,0,0,0,0,0,0
"TN",1988,1,0,0,0,0,0,0,0,0,0
"TX",1988,1,0,0,0,0,0,0,0,0,0
"UT",1988,1,0,0,0,0,0,0,0,0,0
"VT",1988,1,0,1,0,0,0,0,0,0,0
"VA",1988,1,0,0,0,0,0,0,0,0,0
"WA",1988,1,1,0,0,0,0,0,0,0,0
"WV",1988,1,0,1,0,0,0,0,0,0,0
"WI",1988,1,0,0,0,0,0,0,0,0,0
"WY",1988,1,0,1,0,0,0,0,0,0,0
"AK",1992,1,0,0,0,0,0,0,0,0,0
"AZ",1992,0,0,1,0,0,0,0,0,0,0
"AR",1992,1,1,0,0,0,0,0,0,0,0
"CA",1992,1,0,0,0,0,0,0,0,0,0
"CO",1992,1,0,0,0,0,0,0,0,0,0
"CT",1992,1,0,0,0,0,0,0,0,0,0
"DE",1992,1,0,0,0,0,0,0,0,0,0
"FL",1992,1,0,0,0,0,0,0,0,0,0
"GA",1992,1,0,0,0,0,0,0,0,0,0
"HI",1992,1,0,0,0,0,0,0,0,0,0
"ID",1992,0,1,0,0,0,0,0,0,0,0
"IL",1992,1,0,0,0,0,0,0,0,0,0
"IN",1992,1,0,0,0,0,0,0,0,0,0
"IA",1992,1,0,0,0,0,0,0,0,0,0
"KS",1992,1,0,0,0,0,0,0,0,0,0
"KY",1992,1,0,0,0,0,0,0,0,0,0
"ME",1992,1,0,0,0,0,0,0,0,0,0
"MA",1992,1,0,0,0,0,0,0,0,0,0
"MI",1992,1,0,0,0,0,0,0,0,0,0
"MN",1992,1,0,0,0,0,0,0,0,0,0
"MS",1992,1,0,0,0,0,0,0,0,0,0
"MO",1992,1,0,0,0,0,0,0,0,0,0
"MT",1992,1,0,0,0,0,0,0,0,0,0
"NV",1992,1,0,0,0,0,0,0,0,0,0
"NH",1992,1,0,1,0,0,0,1,0,1,0
"NM",1992,1,0,0,0,0,0,0,0,0,0
"NY",1992,1,0,0,0,0,0,0,0,0,0
"NC",1992,1,0,1,0,0,0,0,0,0,0
"ND",1992,0,0,1,0,0,0,0,0,0,0
"OH",1992,1,0,0,0,0,0,0,0,0,0
"OK",1992,1,0,0,0,0,0,0,0,0,0
"OR",1992,1,0,0,0,0,0,0,0,0,0
"PA",1992,1,0,0,0,0,0,0,0,0,0
"RI",1992,1,0,0,0,0,0,0,0,0,0
"SC",1992,1,0,0,0,0,0,0,0,0,0
"SD",1992,1,0,1,0,0,0,0,0,0,0
"TN",1992,1,0,0,0,0,0,0,0,0,0
"TX",1992,1,0,0,0,0,0,0,0,0,0
"UT",1992,1,0,0,0,0,0,0,0,0,0
"VT",1992,1,0,1,0,0,0,0,0,0,0
"WA",1992,0,1,0,0,0,0,0,0,0,0
"WV",1992,1,0,1,0,0,0,0,0,0,0
"WI",1992,1,0,0,0,0,0,0,0,0,0
"WY",1992,1,0,0,0,0,0,0,0,0,0
"AK",1996,1,0,0,0,0,0,0,0,0,0
"AZ",1996,0,0,1,0,0,0,0,0,0,0
"AR",1996,1,1,0,0,0,0,0,0,0,0
"CA",1996,1,0,0,0,0,0,0,0,0,0
"CO",1996,1,0,0,0,0,0,0,0,0,0
"CT",1996,1,0,0,0,0,0,0,0,0,0
"DE",1996,1,0,0,0,0,0,0,0,0,0
"FL",1996,1,0,0,0,0,0,0,0,0,0
"GA",1996,1,0,0,0,0,0,0,0,0,0
"HI",1996,1,0,0,0,0,0,0,0,0,0
"ID",1996,0,1,0,0,0,0,0,0,0,0
"IL",1996,1,0,0,0,0,0,0,0,0,0
"IN",1996,1,0,0,0,0,0,0,0,0,0
"IA",1996,1,0,0,0,0,0,0,0,0,0
"KS",1996,1,0,0,0,0,0,0,0,0,0
"KY",1996,1,0,0,0,0,0,0,0,0,0
"ME",1996,1,0,0,0,0,0,0,0,0,0
"MA",1996,1,0,0,0,0,0,0,0,0,0
"MI",1996,1,0,0,0,0,0,0,0,0,0
"MN",1996,1,0,0,0,0,0,0,0,0,0
"MO",1996,1,0,0,0,0,0,0,0,0,0
"MT",1996,1,0,0,0,0,0,0,0,0,0
"NV",1996,1,0,0,0,0,0,0,0,0,0
"NH",1996,1,0,1,0,0,0,1,0,1,0
"NM",1996,1,0,0,0,0,0,0,0,0,0
"NY",1996,1,0,0,0,0,0,0,0,0,0
"NC",1996,1,0,1,0,0,0,0,0,0,0
"ND",1996,0,0,1,0,0,0,0,0,0,0
"OH",1996,1,0,0,0,0,0,0,0,0,0
"OK",1996,1,0,0,0,0,0,0,0,0,0
"OR",1996,1,0,0,0,0,0,0,0,0,0
"PA",1996,1,0,0,0,0,0,0,0,0,0
"RI",1996,1,0,0,0,0,0,0,0,0,0
"SC",1996,1,0,0,0,0,0,0,0,0,0
"SD",1996,1,0,1,0,0,0,0,0,0,0
"TN",1996,1,0,0,0,0,0,0,0,0,0
"TX",1996,1,0,0,0,0,0,0,0,0,0
"UT",1996,1,0,0,0,0,0,0,0,0,0
"VT",1996,1,0,1,0,0,0,0,0,0,0
"WA",1996,0,1,0,0,0,0,0,0,0,0
"WV",1996,1,0,1,0,0,0,0,0,0,0
"WI",1996,1,0,0,0,0,0,0,0,0,0
"WY",1996,1,0,0,0,0,0,0,0,0,0
"AK",2000,1,0,0,0,0,0,0,0,0,0
"AZ",2000,0,0,1,0,0,0,0,0,0,0
"AR",2000,1,1,0,0,0,0,0,0,0,0
"CA",2000,1,0,0,0,0,0,0,0,0,0
"CO",2000,1,0,0,0,0,0,0,0,0,0
"CT",2000,1,0,0,0,0,0,0,0,0,0
"DE",2000,1,0,0,0,0,0,0,0,0,0
"FL",2000,1,0,0,0,0,0,0,0,0,0
"GA",2000,1,0,0,0,0,0,0,0,0,0
"HI",2000,1,0,0,0,0,0,0,0,0,0
"ID",2000,0,1,0,0,0,0,0,0,0,0
"IL",2000,1,0,0,0,0,0,0,0,0,0
"IN",2000,1,0,0,0,0,0,0,0,0,0
"IA",2000,1,0,0,0,0,0,0,0,0,0
"KS",2000,1,0,0,0,0,0,0,0,0,0
"KY",2000,1,0,0,0,0,0,0,0,0,0
"LA",2000,1,0,0,0,0,0,0,0,0,0
"ME",2000,1,0,0,0,0,0,0,0,0,0
"MA",2000,1,0,0,0,0,0,0,0,0,0
"MI",2000,1,0,0,0,0,0,0,0,0,0
"MN",2000,1,0,0,0,0,0,0,0,0,0
"MO",2000,1,0,0,0,0,0,0,0,0,0
"MT",2000,1,0,0,0,0,0,0,0,0,0
"NV",2000,1,0,0,0,0,0,0,0,0,0
"NH",2000,1,0,1,0,0,0,1,0,1,0
"NM",2000,1,0,0,0,0,0,0,0,0,0
"NY",2000,1,0,0,0,0,0,0,0,0,0
"NC",2000,1,0,1,0,0,0,0,0,0,0
"ND",2000,0,0,1,0,0,0,0,0,0,0
"OH",2000,1,0,0,0,0,0,0,0,0,0
"OK",2000,1,0,0,0,0,0,0,0,0,0
"OR",2000,1,0,0,0,0,0,0,0,0,0
"PA",2000,1,0,0,0,0,0,0,0,0,0
"RI",2000,1,0,0,0,0,0,0,0,0,0
"SC",2000,1,0,0,0,0,0,0,0,0,0
"SD",2000,1,0,1,0,0,0,0,0,0,0
"TN",2000,1,0,0,0,0,0,0,0,0,0
"TX",2000,1,0,0,0,0,0,0,0,0,0
"UT",2000,1,0,0,0,0,0,0,0,0,0
"VT",2000,1,0,1,0,0,0,0,0,0,0
"WA",2000,0,1,0,0,0,0,0,0,0,0
"WV",2000,1,0,1,0,0,0,0,0,0,0
"WI",2000,1,0,0,0,0,0,0,0,0,0
"WY",2000,1,0,0,0,0,0,0,0,0,0
"AK",2004,1,0,0,0,0,0,0,0,0,0
"AZ",2004,0,0,1,0,0,0,0,0,0,0
"AR",2004,1,0,0,0,0,0,0,0,0,0
"CA",2004,1,0,0,0,0,0,0,0,0,0
"CO",2004,1,0,0,0,0,0,0,0,0,0
"CT",2004,1,0,0,0,0,0,0,0,0,0
"DE",2004,1,0,0,0,0,0,0,0,0,0
"FL",2004,1,0,0,0,0,0,0,0,0,0
"GA",2004,1,0,0,0,0,0,0,0,0,0
"HI",2004,1,0,0,0,0,0,0,0,0,0
"ID",2004,0,1,0,0,0,0,0,0,0,0
"IL",2004,1,0,0,0,0,0,0,0,0,0
"IN",2004,1,0,0,0,0,0,0,0,0,0
"IA",2004,1,0,0,0,0,0,0,0,0,0
"KS",2004,1,0,0,0,0,0,0,0,0,0
"KY",2004,1,0,0,0,0,0,0,0,0,0
"ME",2004,1,0,0,0,0,0,0,0,0,0
"MA",2004,1,0,0,0,0,0,0,0,0,0
"MI",2004,1,0,0,0,0,0,0,0,0,0
"MN",2004,1,0,0,0,0,0,0,0,0,0
"MO",2004,1,0,0,0,0,0,0,0,0,0
"MT",2004,1,0,0,0,0,0,0,0,0,0
"NV",2004,1,0,0,0,0,0,0,0,0,0
"NH",2004,1,0,1,0,0,0,0,0,0,0
"NM",2004,1,0,0,0,0,0,0,0,0,0
"NY",2004,1,0,0,0,0,0,0,0,0,0
"NC",2004,1,0,0,0,0,0,0,0,0,0
"ND",2004,0,0,1,0,0,0,0,0,0,0
"OH",2004,1,0,0,0,0,0,0,0,0,0
"OK",2004,1,0,0,0,0,0,0,0,0,0
"OR",2004,1,0,0,0,0,0,0,0,0,0
"PA",2004,1,0,0,0,0,0,0,0,0,0
"RI",2004,1,0,0,0,0,0,0,0,0,0
"SC",2004,1,0,0,0,0,0,0,0,0,0
"SD",2004,1,0,1,0,0,0,0,0,0,0
"TN",2004,1,0,0,0,0,0,0,0,0,0
"TX",2004,1,0,0,0,0,0,0,0,0,0
"UT",2004,1,0,0,0,0,0,0,0,0,0
"VT",2004,1,0,1,0,0,0,0,0,0,0
"WA",2004,0,1,0,0,0,0,0,0,0,0
"WV",2004,1,0,1,0,0,0,0,0,0,0
"WI",2004,1,0,0,0,0,0,0,0,0,0
"WY",2004,1,0,0,0,0,0,0,0,0,0
"AK",2008,1,0,0,0,0,0,0,0,0,0
"AZ",2008,0,0,1,0,0,0,0,0,0,0
"AR",2008,1,0,0,0,0,0,0,0,0,0
"CA",2008,1,0,0,0,0,0,0,0,0,0
"CO",2008,1,0,0,0,0,0,0,0,0,0
"CT",2008,1,0,0,0,0,0,0,0,0,0
"DE",2008,1,0,0,0,0,0,0,0,0,0
"FL",2008,1,0,0,0,0,0,0,0,0,0
"GA",2008,1,0,0,0,0,0,0,0,0,0
"HI",2008,1,0,0,0,0,0,0,0,0,0
"ID",2008,0,1,0,0,0,0,0,0,0,0
"IL",2008,1,0,0,0,0,0,0,0,0,0
"IN",2008,1,0,0,0,0,0,0,0,0,0
"IA",2008,1,0,0,0,0,0,0,0,0,0
"KS",2008,1,0,0,0,0,0,0,0,0,0
"KY",2008,1,0,0,0,0,0,0,0,0,0
"ME",2008,1,0,0,0,0,0,0,0,0,0
"MA",2008,1,0,0,0,0,0,0,0,0,0
"MI",2008,1,0,0,0,0,0,0,0,0,0
"MN",2008,1,0,0,0,0,0,0,0,0,0
"MO",2008,1,0,0,0,0,0,0,0,0,0
"MT",2008,1,0,0,0,0,0,0,0,0,0
"NV",2008,1,0,0,0,0,0,0,0,0,0
"NH",2008,1,0,1,0,0,0,0,0,0,0
"NM",2008,1,0,0,0,0,0,0,0,0,0
"NY",2008,1,0,0,0,0,0,0,0,0,0
"NC",2008,1,0,0,0,0,0,0,0,0,0
"ND",2008,0,0,1,0,0,0,0,0,0,0
"OH",2008,1,0,0,0,0,0,0,0,0,0
"OK",2008,1,0,0,0,0,0,0,0,0,0
"OR",2008,1,0,0,0,0,0,0,0,0,0
"PA",2008,1,0,0,0,0,0,0,0,0,0
"RI",2008,1,0,0,0,0,0,0,0,0,0
"SC",2008,1,0,0,0,0,0,0,0,0,0
"SD",2008,1,0,1,0,0,0,0,0,0,0
"TN",2008,1,0,0,0,0,0,0,0,0,0
"TX",2008,1,0,0,0,0,0,0,0,0,0
"UT",2008,1,0,0,0,0,0,0,0,0,0
"VT",2008,1,0,1,0,0,0,0,0,0,0
"WA",2008,0,1,0,0,0,0,0,0,0,0
"WV",2008,1,0,1,0,0,0,0,0,0,0
"WI",2008,1,0,0,0,0,0,0,0,0,0
"WY",2008,1,0,0,0,0,0,0,0,0,0
"FL",1989,1,0,0,0,0,0,0,0,0,0
"IA",1989,1,0,0,0,0,0,0,0,0,0
"MO",1989,1,0,0,0,0,0,0,0,0,0
"NJ",1989,0,0,1,0,0,0,0,0,0,0
"NY",1989,1,0,0,0,0,0,0,0,0,0
"OK",1989,1,0,0,0,0,0,0,0,0,0
"TN",1989,1,0,0,0,0,0,0,0,0,0
"VA",1989,1,0,0,0,0,0,0,0,0,0
"GA",1969,1,0,0,0,0,0,0,0,0,0
"KY",1969,1,0,0,0,0,0,0,0,0,0
"MN",1969,1,0,0,0,0,0,0,0,0,0
"NJ",1969,0,0,1,0,0,0,1,0,0,0
"NY",1969,1,0,0,0,0,0,0,0,0,0
"VA",1969,1,0,1,0,0,0,0,0,0,0
"KY",1971,1,0,0,0,0,0,0,0,0,0
"MN",1971,1,0,0,0,0,0,0,0,0,0
"MS",1971,1,1,0,0,0,0,1,0,0,0
"NJ",1971,1,0,1,0,0,0,1,0,1,0
"NY",1971,1,0,0,0,0,0,0,0,0,0
"VA",1971,1,0,1,0,0,0,1,0,0,0
"KY",1973,1,0,0,0,0,0,0,0,0,0
"NJ",1973,0,0,1,0,0,0,0,0,0,0
"NY",1973,1,0,0,0,0,0,0,0,0,0
"VA",1973,1,0,1,0,0,0,1,0,0,0
"KY",1975,1,0,0,0,0,0,0,0,0,0
"LA",1975,1,0,0,0,0,0,0,0,0,0
"MS",1975,1,1,0,0,0,0,1,1,0,0
"NJ",1975,1,0,1,0,0,0,0,0,0,0
"VA",1975,1,0,1,0,0,0,1,0,0,0
"KY",1977,1,0,0,0,0,0,0,0,0,0
"NJ",1977,0,0,1,0,0,0,0,0,0,0
"VA",1977,1,0,1,0,0,0,1,0,0,0
"KY",1979,1,0,0,0,0,0,0,0,0,0
"LA",1979,1,0,0,0,0,0,0,0,0,0
"MS",1979,1,0,0,0,0,0,0,0,0,0
"NJ",1979,1,0,1,0,0,0,0,0,0,0
"VA",1979,1,0,1,0,0,0,1,0,0,0
"KY",1981,1,0,0,0,0,0,0,0,0,0
"MA",1981,1,0,0,0,0,0,0,0,0,0
"NJ",1981,0,0,1,0,0,0,0,0,0,0
"VA",1981,1,0,1,0,0,0,1,0,0,0
"WA",1981,0,1,0,0,0,0,0,0,0,0
"LA",1987,1,0,0,0,0,0,0,0,0,0
"MS",1987,1,0,0,0,0,0,0,0,0,0
"NJ",1987,1,0,1,0,0,0,0,0,0,0
"OK",1987,1,0,0,0,0,0,0,0,0,0
"VA",1987,1,0,0,0,0,0,0,0,0,0
"LA",1991,1,0,0,0,0,0,0,0,0,0
"MS",1991,1,0,0,0,0,0,0,0,0,0
"NJ",1991,0,0,1,0,0,0,0,0,0,0
"VA",1991,1,0,0,0,0,0,0,0,0,0
"LA",1995,1,0,0,0,0,0,0,0,0,0
"MS",1995,1,0,0,0,0,0,0,0,0,0
"NJ",1995,0,0,1,0,0,0,0,0,0,0
"VA",1995,1,0,0,0,0,0,0,0,0,0
"LA",1999,1,0,0,0,0,0,0,0,0,0
"MS",1999,1,0,0,0,0,0,0,0,0,0
"NJ",1999,0,0,1,0,0,0,0,0,0,0
"VA",1999,1,0,0,0,0,0,0,0,0,0
"LA",2001,1,0,0,0,0,0,0,0,0,0
"NJ",2001,0,0,1,0,0,0,0,0,0,0
"VA",2001,1,0,0,0,0,0,0,0,0,0
"LA",2003,1,0,0,0,0,0,0,0,0,0
"MS",2003,1,0,0,0,0,0,0,0,0,0
"NJ",2003,0,0,1,0,0,0,0,0,0,0
"VA",2003,1,0,0,0,0,0,0,0,0,0
"LA",2007,1,0,0,0,0,0,0,0,0,0
"MS",2007,1,0,0,0,0,0,0,0,0,0
"NJ",2007,0,0,1,0,0,0,0,0,0,0
"VA",2007,1,0,0,0,0,0,0,0,0,0
"MA",1985,1,0,0,0,0,0,0,0,0,0
"MO",1985,1,0,0,0,0,0,0,0,0,0
"NJ",1985,0,0,1,0,0,0,0,0,0,0
"OK",1985,1,0,0,0,0,0,0,0,0,0
"SC",1985,1,0,0,0,0,0,0,0,0,0
"VA",1985,1,0,0,0,0,0,0,0,0,0
"NJ",1993,0,0,1,0,0,0,0,0,0,0
"VA",1993,1,0,0,0,0,0,0,0,0,0
"NJ",1997,0,0,1,0,0,0,0,0,0,0
"VA",1997,1,0,0,0,0,0,0,0,0,0
"NJ",2005,0,0,1,0,0,0,0,0,0,0
"VA",2005,1,0,0,0,0,0,0,0,0,0
"NJ",2009,0,0,1,0,0,0,0,0,0,0
"VA",2009,1,0,0,0,0,0,0,0,0,0
